Date,timestamp,Temp Out,Hi Temp,Low Temp,Out Hum,Dew Pt.,Wind Speed,Wind Dir,Wind Run,Hi Speed,Hi Dir,Wind Chill,Bar,Rain,Rain Rate,In Temp,In Hum,In Dew,Wind Samp,Arc.Int.,dew_point_outside_high,dew_point_outside_low,minutes_past_midnight,rain_amount_clicks,rain_collector_type,rain_rate_clicks,temperature_outside_F,temperature_wet_bulb,temperature_wet_bulb_high,temperature_wet_bulb_low,wind_chill_high,wind_chill_low,wind_direction_prevailing_degrees,wind_direction_speed_high_degrees
2024-11-08 09:45:00,1731048300,4.833333333333333333333333333,4.888888888888888888888888889,4.833333333333333333333333333,85.0,36.5,1.33,NE,1.20,4.00,ENE,,778.08,0.00,0.00,19.11,39.0,8.60,350,15,36.6,36.5,585,0,inches_0_01,0,40.7,38.9,39.0,38.9,,,45.00,67.50
2024-11-08 10:00:00,1731049200,4.888888888888888888888888889,4.888888888888888888888888889,4.777777777777777777777777778,84.0,36.3,0.89,NE,0.80,4.44,ENE,,778.36,0.00,0.00,18.78,39.0,8.00,349,15,36.3,36.1,600,0,inches_0_01,0,40.8,38.9,38.9,38.7,,,45.00,67.50
2024-11-08 10:15:00,1731050100,4.944444444444444444444444444,5.0,4.833333333333333333333333333,84.0,36.4,1.33,NNE,1.20,6.22,NE,,778.64,0.00,0.00,18.56,39.0,7.70,349,15,36.5,36.2,615,0,inches_0_01,0,40.9,39.0,39.1,38.8,,,22.50,45.00
2024-11-08 10:30:00,1731051000,5.0,5.055555555555555555555555556,4.944444444444444444444444444,83.0,36.2,0.89,NE,0.80,4.44,NE,,778.79,0.00,0.00,18.39,39.0,7.40,350,15,36.3,36.1,630,0,inches_0_01,0,41.0,39.0,39.0,38.9,,,45.00,45.00
2024-11-08 10:45:00,1731051900,5.0,5.0,4.944444444444444444444444444,84.0,36.5,0.89,NE,0.80,3.56,NW,,778.97,0.00,0.00,18.06,40.0,7.50,351,15,36.5,36.4,645,0,inches_0_01,0,41.0,39.1,39.1,39.0,,,45.00,315.00
2024-11-08 11:00:00,1731052800,4.944444444444444444444444444,5.0,4.944444444444444444444444444,83.0,36.1,1.33,NE,1.20,3.56,ENE,,779.12,0.00,0.00,17.94,40.0,7.30,350,15,36.2,36.1,660,0,inches_0_01,0,40.9,38.9,39.0,38.9,,,45.00,67.50
2024-11-08 11:15:00,1731053700,4.944444444444444444444444444,5.0,4.944444444444444444444444444,84.0,36.4,1.33,NE,1.20,4.89,ENE,,779.30,0.00,0.00,17.83,40.0,7.20,350,15,36.5,36.4,675,0,inches_0_01,0,40.9,39.0,39.1,39.0,,,45.00,67.50
2024-11-08 11:30:00,1731054600,4.944444444444444444444444444,5.0,4.888888888888888888888888889,84.0,36.4,0.89,NE,0.80,3.56,ENE,,779.37,0.00,0.00,17.61,40.0,6.80,348,15,36.5,36.3,690,0,inches_0_01,0,40.9,39.0,39.1,38.9,,,45.00,67.50
2024-11-08 11:45:00,1731055500,4.944444444444444444444444444,4.944444444444444444444444444,4.888888888888888888888888889,84.0,36.4,0.89,NW,0.80,2.22,NE,,779.55,0.00,0.00,17.61,40.0,6.80,349,15,36.4,36.3,705,0,inches_0_01,0,40.9,39.0,39.0,38.9,,,315.00,45.00
2024-11-08 12:00:00,1731056400,5.055555555555555555555555556,5.055555555555555555555555556,4.888888888888888888888888889,82.0,36.0,0.89,NNE,0.80,3.11,NW,,779.60,0.00,0.00,17.44,41.0,7.20,348,15,36.0,35.7,720,0,inches_0_01,0,41.1,38.9,38.9,38.7,,,22.50,315.00
2024-11-08 12:15:00,1731057300,5.111111111111111111111111111,5.166666666666666666666666667,5.055555555555555555555555556,81.0,35.8,0.89,NE,0.80,2.22,NNW,,779.65,0.00,0.00,17.33,41.0,7.00,348,15,35.9,35.7,735,0,inches_0_01,0,41.2,38.9,39.0,38.8,,,45.00,337.50
2024-11-08 12:30:00,1731058200,5.222222222222222222222222222,5.277777777777777777777777778,5.111111111111111111111111111,81.0,36.0,0.89,NNE,0.80,4.44,NE,,779.91,0.00,0.00,17.28,41.0,6.90,348,15,36.1,35.8,750,0,inches_0_01,0,41.4,39.1,39.2,38.9,,,22.50,45.00
2024-11-08 12:45:00,1731059100,5.222222222222222222222222222,5.277777777777777777777777778,5.166666666666666666666666667,82.0,36.3,0.89,NE,0.80,3.11,ENE,,780.21,0.00,0.00,17.17,41.0,6.70,349,15,36.4,36.2,765,0,inches_0_01,0,41.4,39.2,39.3,39.1,,,45.00,67.50
2024-11-08 13:00:00,1731060000,5.222222222222222222222222222,5.277777777777777777777777778,5.166666666666666666666666667,83.0,36.6,0.89,NE,0.80,3.11,ENE,,780.29,0.00,0.00,17.17,41.0,6.70,351,15,36.7,36.5,780,0,inches_0_01,0,41.4,39.3,39.4,39.2,,,45.00,67.50
2024-11-08 13:15:00,1731060900,5.166666666666666666666666667,5.277777777777777777777777778,5.166666666666666666666666667,84.0,36.8,0.44,NW,0.40,3.11,E,,780.39,0.00,0.00,17.17,41.0,6.70,348,15,37.0,36.8,795,0,inches_0_01,0,41.3,39.4,39.5,39.4,,,315.00,90.00
2024-11-08 13:30:00,1731061800,5.111111111111111111111111111,5.222222222222222222222222222,5.055555555555555555555555556,84.0,36.7,0.89,N,0.80,1.78,SSE,,780.72,0.00,0.00,17.06,41.0,6.60,349,15,36.9,36.6,810,0,inches_0_01,0,41.2,39.3,39.5,39.2,,,360.00,157.50
2024-11-08 13:45:00,1731062700,5.0,5.111111111111111111111111111,5.0,84.0,36.5,0.89,NE,0.80,2.67,ENE,,780.75,0.00,0.00,17.06,41.0,6.60,348,15,36.7,36.5,825,0,inches_0_01,0,41.0,39.1,39.3,39.1,,,45.00,67.50
2024-11-08 14:00:00,1731063600,4.944444444444444444444444444,5.0,4.944444444444444444444444444,85.0,36.7,0.89,NNW,0.80,3.11,W,,780.75,0.00,0.00,17.00,42.0,7.10,346,15,36.8,36.7,840,0,inches_0_01,0,40.9,39.1,39.2,39.1,,,337.50,270.00
2024-11-08 14:15:00,1731064500,4.888888888888888888888888889,4.944444444444444444444444444,4.888888888888888888888888889,85.0,36.6,0.44,NE,0.40,2.22,NW,,780.75,0.00,0.00,16.89,42.0,6.90,347,15,36.7,36.6,855,0,inches_0_01,0,40.8,39.0,39.1,39.0,,,45.00,315.00
2024-11-08 14:30:00,1731065400,4.888888888888888888888888889,5.0,4.888888888888888888888888889,85.0,36.6,0.44,NE,0.40,3.56,ENE,,780.90,0.00,0.00,16.89,42.0,6.90,348,15,36.8,36.6,870,0,inches_0_01,0,40.8,39.0,39.2,39.0,,,45.00,67.50
2024-11-08 14:45:00,1731066300,4.944444444444444444444444444,4.944444444444444444444444444,4.888888888888888888888888889,84.0,36.4,0.89,NNW,0.80,2.67,NW,,780.85,0.00,0.00,16.83,42.0,6.80,349,15,36.4,36.3,885,0,inches_0_01,0,40.9,39.0,39.0,38.9,,,337.50,315.00
2024-11-08 15:00:00,1731067200,4.888888888888888888888888889,4.944444444444444444444444444,4.888888888888888888888888889,85.0,36.6,0.44,NW,0.40,1.78,N,,780.95,0.00,0.00,16.72,42.0,6.60,348,15,36.7,36.6,900,0,inches_0_01,0,40.8,39.0,39.1,39.0,,,315.00,360.00
2024-11-08 15:15:00,1731068100,4.888888888888888888888888889,4.944444444444444444444444444,4.833333333333333333333333333,84.0,36.3,0.89,N,0.80,2.22,NW,,780.90,0.00,0.00,16.78,42.0,6.70,349,15,36.4,36.2,915,0,inches_0_01,0,40.8,38.9,39.0,38.8,,,360.00,315.00
2024-11-08 15:30:00,1731069000,4.833333333333333333333333333,4.888888888888888888888888889,4.777777777777777777777777778,84.0,36.2,0.89,NNW,0.80,2.67,NW,,781.08,0.00,0.00,16.72,42.0,6.60,349,15,36.3,36.1,930,0,inches_0_01,0,40.7,38.8,38.9,38.7,,,337.50,315.00
2024-11-08 15:45:00,1731069900,4.888888888888888888888888889,4.888888888888888888888888889,4.777777777777777777777777778,84.0,36.3,0.44,NNW,0.40,1.78,E,,781.13,0.00,0.00,16.61,42.0,6.50,350,15,36.3,36.1,945,0,inches_0_01,0,40.8,38.9,38.9,38.7,,,337.50,90.00
2024-11-08 16:00:00,1731070800,5.0,5.0,4.888888888888888888888888889,84.0,36.5,0.44,NNW,0.40,1.33,NW,,781.23,0.00,0.00,16.67,42.0,6.50,351,15,36.5,36.3,960,0,inches_0_01,0,41.0,39.1,39.1,38.9,,,337.50,315.00
2024-11-08 16:15:00,1731071700,5.055555555555555555555555556,5.055555555555555555555555556,4.944444444444444444444444444,83.0,36.3,0.44,NW,0.40,2.22,NNW,,781.23,0.00,0.00,16.56,43.0,7.00,351,15,36.3,36.1,975,0,inches_0_01,0,41.1,39.1,39.1,38.9,,,315.00,337.50
2024-11-08 16:30:00,1731072600,5.111111111111111111111111111,5.166666666666666666666666667,5.055555555555555555555555556,83.0,36.4,0.44,NNW,0.40,1.78,NNW,,781.30,0.00,0.00,16.50,43.0,6.90,349,15,36.5,36.3,990,0,inches_0_01,0,41.2,39.1,39.2,39.1,,,337.50,337.50
2024-11-08 16:45:00,1731073500,5.166666666666666666666666667,5.166666666666666666666666667,5.111111111111111111111111111,83.0,36.5,0.44,NNW,0.40,1.78,NW,,781.46,0.00,0.00,16.56,43.0,7.00,350,15,36.5,36.4,1005,0,inches_0_01,0,41.3,39.2,39.2,39.1,,,337.50,315.00
2024-11-08 17:00:00,1731074400,5.166666666666666666666666667,5.222222222222222222222222222,5.111111111111111111111111111,82.0,36.2,0.44,NNW,0.40,1.78,NW,,781.68,0.00,0.00,16.67,44.0,7.70,351,15,36.3,36.1,1020,0,inches_0_01,0,41.3,39.1,39.2,39.0,,,337.50,315.00
2024-11-08 17:15:00,1731075300,5.111111111111111111111111111,5.222222222222222222222222222,5.111111111111111111111111111,82.0,36.1,0.44,NNW,0.40,1.78,SE,,781.74,0.00,0.00,17.06,44.0,8.40,347,15,36.3,36.1,1035,0,inches_0_01,0,41.2,39.0,39.2,39.0,,,337.50,135.00
2024-11-08 17:30:00,1731076200,5.111111111111111111111111111,5.166666666666666666666666667,5.055555555555555555555555556,82.0,36.1,0.44,NNW,0.40,1.33,NW,,781.86,0.00,0.00,17.56,45.0,9.80,349,15,36.2,36.0,1050,0,inches_0_01,0,41.2,39.0,39.1,38.9,,,337.50,315.00
2024-11-08 17:45:00,1731077100,5.111111111111111111111111111,5.166666666666666666666666667,5.111111111111111111111111111,82.0,36.1,0.44,NNW,0.40,1.78,SE,,782.07,0.00,0.00,17.72,45.0,10.00,350,15,36.2,36.1,1065,0,inches_0_01,0,41.2,39.0,39.1,39.0,,,337.50,135.00
2024-11-08 18:00:00,1731078000,4.833333333333333333333333333,5.166666666666666666666666667,4.833333333333333333333333333,82.0,35.6,0.89,N,0.80,2.22,NNW,,781.99,0.00,0.00,17.61,44.0,9.30,349,15,36.2,35.6,1080,0,inches_0_01,0,40.7,38.6,39.1,38.6,,,360.00,337.50
2024-11-08 18:15:00,1731078900,4.777777777777777777777777778,4.833333333333333333333333333,4.722222222222222222222222222,83.0,35.8,0.44,NNW,0.40,1.78,ESE,,781.86,0.00,0.00,17.44,44.0,9.00,347,15,35.9,35.7,1095,0,inches_0_01,0,40.6,38.6,38.7,38.5,,,337.50,112.50
2024-11-08 18:30:00,1731079800,4.777777777777777777777777778,4.777777777777777777777777778,4.722222222222222222222222222,82.0,35.5,0.44,NNW,0.40,1.78,NW,,781.86,0.00,0.00,17.22,44.0,8.60,350,15,35.5,35.4,1110,0,inches_0_01,0,40.6,38.5,38.5,38.4,,,337.50,315.00
2024-11-08 18:45:00,1731080700,4.833333333333333333333333333,4.833333333333333333333333333,4.722222222222222222222222222,82.0,35.6,0.89,NNW,0.80,2.22,NW,,781.91,0.00,0.00,17.17,44.0,8.50,349,15,35.6,35.4,1125,0,inches_0_01,0,40.7,38.6,38.6,38.4,,,337.50,315.00
2024-11-08 19:00:00,1731081600,4.777777777777777777777777778,4.833333333333333333333333333,4.777777777777777777777777778,82.0,35.5,0.44,NNW,0.40,1.78,NNW,,781.96,0.00,0.00,17.11,44.0,8.50,351,15,35.6,35.5,1140,0,inches_0_01,0,40.6,38.5,38.6,38.5,,,337.50,337.50
2024-11-08 19:15:00,1731082500,4.722222222222222222222222222,4.833333333333333333333333333,4.722222222222222222222222222,82.0,35.4,0.89,NNW,0.80,1.78,WNW,,781.63,0.00,0.00,16.89,44.0,8.10,349,15,35.6,35.4,1155,0,inches_0_01,0,40.5,38.4,38.6,38.4,,,337.50,292.50
2024-11-08 19:30:00,1731083400,4.611111111111111111111111111,4.722222222222222222222222222,4.611111111111111111111111111,82.0,35.2,0.44,N,0.40,1.33,N,,781.56,0.00,0.00,16.83,44.0,8.00,349,15,35.4,35.2,1170,0,inches_0_01,0,40.3,38.2,38.4,38.2,,,360.00,360.00
2024-11-08 19:45:00,1731084300,4.722222222222222222222222222,4.722222222222222222222222222,4.611111111111111111111111111,82.0,35.4,0.44,N,0.40,1.78,NNE,,781.56,0.00,0.00,16.83,44.0,8.00,347,15,35.4,35.2,1185,0,inches_0_01,0,40.5,38.4,38.4,38.2,,,360.00,22.50
2024-11-08 20:00:00,1731085200,4.722222222222222222222222222,4.777777777777777777777777778,4.722222222222222222222222222,82.0,35.4,0.89,NNW,0.80,2.22,NW,,781.81,0.00,0.00,16.67,44.0,7.70,350,15,35.5,35.4,1200,0,inches_0_01,0,40.5,38.4,38.5,38.4,,,337.50,315.00
2024-11-08 20:15:00,1731086100,4.722222222222222222222222222,4.777777777777777777777777778,4.666666666666666666666666667,82.0,35.4,0.44,NNW,0.40,1.78,NW,,781.66,0.00,0.00,16.67,44.0,7.70,350,15,35.5,35.3,1215,0,inches_0_01,0,40.5,38.4,38.5,38.3,,,337.50,315.00
2024-11-08 20:30:00,1731087000,4.611111111111111111111111111,4.722222222222222222222222222,4.611111111111111111111111111,82.0,35.2,0.89,NNW,0.80,3.56,NW,,781.81,0.00,0.00,16.61,43.0,7.10,350,15,35.4,35.2,1230,0,inches_0_01,0,40.3,38.2,38.4,38.2,,,337.50,315.00
2024-11-08 20:45:00,1731087900,4.555555555555555555555555556,4.666666666666666666666666667,4.555555555555555555555555556,83.0,35.4,0.89,NNW,0.80,3.11,NNE,,782.12,0.00,0.00,16.50,43.0,6.90,348,15,35.6,35.4,1245,0,inches_0_01,0,40.2,38.2,38.4,38.2,,,337.50,22.50
2024-11-08 21:00:00,1731088800,4.555555555555555555555555556,4.555555555555555555555555556,4.5,83.0,35.4,0.44,ENE,0.40,3.11,ESE,,781.79,0.00,0.00,16.50,43.0,6.90,350,15,35.4,35.3,1260,0,inches_0_01,0,40.2,38.2,38.2,38.1,,,67.50,112.50
2024-11-08 21:15:00,1731089700,4.5,4.555555555555555555555555556,4.5,83.0,35.3,0.89,NNW,0.80,3.11,SE,,781.94,0.00,0.00,16.44,43.0,6.80,350,15,35.4,35.3,1275,0,inches_0_01,0,40.1,38.1,38.2,38.1,,,337.50,135.00
2024-11-08 21:30:00,1731090600,4.444444444444444444444444444,4.5,4.388888888888888888888888889,84.0,35.6,0.44,NNW,0.40,1.78,NW,40.0,782.09,0.00,0.00,16.28,43.0,6.50,350,15,35.6,35.5,1290,0,inches_0_01,0,40.0,38.1,38.2,38.0,40.0,37.2,337.50,315.00
2024-11-08 21:45:00,1731091500,4.444444444444444444444444444,4.444444444444444444444444444,4.388888888888888888888888889,84.0,35.6,0.44,N,0.40,1.78,ESE,40.0,782.14,0.00,0.00,16.28,43.0,6.50,350,15,35.6,35.5,1305,0,inches_0_01,0,40.0,38.1,38.1,38.0,40.0,37.2,360.00,112.50
2024-11-08 22:00:00,1731092400,4.555555555555555555555555556,4.555555555555555555555555556,4.444444444444444444444444444,84.0,35.7,0.44,NNW,0.40,1.78,NW,40.0,782.02,0.00,0.00,16.22,43.0,6.40,349,15,35.7,35.6,1320,0,inches_0_01,0,40.2,38.3,38.3,38.1,40.0,37.3,337.50,315.00
2024-11-08 22:15:00,1731093300,4.611111111111111111111111111,4.611111111111111111111111111,4.5,84.0,35.8,0.44,NNW,0.40,2.67,NE,,782.09,0.00,0.00,16.22,43.0,6.40,351,15,35.8,35.6,1335,0,inches_0_01,0,40.3,38.4,38.4,38.2,,,337.50,45.00
2024-11-08 22:30:00,1731094200,4.666666666666666666666666667,4.666666666666666666666666667,4.555555555555555555555555556,83.0,35.6,0.89,NNW,0.80,3.56,NW,,781.84,0.00,0.00,16.11,43.0,6.20,351,15,35.6,35.4,1350,0,inches_0_01,0,40.4,38.4,38.4,38.2,,,337.50,315.00
2024-11-08 22:45:00,1731095100,4.666666666666666666666666667,4.722222222222222222222222222,4.611111111111111111111111111,83.0,35.6,0.44,N,0.40,2.22,SE,,781.91,0.00,0.00,16.17,43.0,6.30,348,15,35.7,35.5,1365,0,inches_0_01,0,40.4,38.4,38.5,38.3,,,360.00,135.00
2024-11-08 23:00:00,1731096000,4.611111111111111111111111111,4.722222222222222222222222222,4.611111111111111111111111111,83.0,35.5,0.89,ESE,0.80,2.67,S,,781.86,0.00,0.00,16.06,43.0,6.20,350,15,35.7,35.5,1380,0,inches_0_01,0,40.3,38.3,38.5,38.3,,,112.50,180.00
2024-11-08 23:15:00,1731096900,4.555555555555555555555555556,4.611111111111111111111111111,4.555555555555555555555555556,83.0,35.4,0.44,NNW,0.40,2.22,NNW,,781.68,0.00,0.00,15.94,43.0,6.00,350,15,35.5,35.4,1395,0,inches_0_01,0,40.2,38.2,38.3,38.2,,,337.50,337.50
2024-11-08 23:30:00,1731097800,4.5,4.611111111111111111111111111,4.5,83.0,35.3,0.89,NNW,0.80,2.22,NNW,,781.74,0.00,0.00,15.94,43.0,6.00,349,15,35.5,35.3,1410,0,inches_0_01,0,40.1,38.1,38.3,38.1,,,337.50,337.50
2024-11-08 23:45:00,1731098700,4.5,4.5,4.444444444444444444444444444,83.0,35.3,0.44,NNW,0.40,2.22,S,40.0,781.91,0.00,0.00,16.00,43.0,6.10,351,15,35.3,35.2,1425,0,inches_0_01,0,40.1,38.1,38.1,38.0,40.0,36.4,337.50,180.00
2024-11-09 00:00:00,1731099600,4.444444444444444444444444444,4.5,4.444444444444444444444444444,83.0,35.2,0.44,SE,0.40,3.56,SSE,40.0,781.53,0.00,0.00,15.89,43.0,5.90,350,15,35.3,35.2,1440,0,inches_0_01,0,40.0,38.0,38.1,38.0,40.0,34.5,135.00,157.50
2024-11-09 00:15:00,1731100500,4.388888888888888888888888889,4.5,4.333333333333333333333333333,83.0,35.2,0.89,SE,0.80,3.11,SSE,39.6,781.66,0.00,0.00,15.89,43.0,5.90,348,15,35.3,35.1,15,0,inches_0_01,0,39.9,37.9,38.1,37.8,39.6,34.8,135.00,157.50
2024-11-09 00:30:00,1731101400,4.222222222222222222222222222,4.388888888888888888888888889,4.222222222222222222222222222,83.0,34.9,0.89,SE,0.80,3.11,SE,39.3,781.53,0.00,0.00,15.83,43.0,5.80,349,15,35.2,34.9,30,0,inches_0_01,0,39.6,37.6,37.9,37.6,39.6,34.6,135.00,135.00
2024-11-09 00:45:00,1731102300,4.222222222222222222222222222,4.277777777777777777777777778,4.166666666666666666666666667,84.0,35.2,0.89,SE,0.80,2.67,SSE,39.3,781.25,0.00,0.00,15.78,43.0,5.70,348,15,35.3,35.1,45,0,inches_0_01,0,39.6,37.7,37.8,37.6,39.4,35.1,135.00,157.50
2024-11-09 01:00:00,1731103200,4.222222222222222222222222222,4.222222222222222222222222222,4.166666666666666666666666667,84.0,35.2,0.44,NNW,0.40,1.78,SSE,39.6,781.30,0.00,0.00,15.78,43.0,5.70,349,15,35.2,35.1,60,0,inches_0_01,0,39.6,37.7,37.7,37.6,39.6,36.7,337.50,157.50
2024-11-09 01:15:00,1731104100,4.166666666666666666666666667,4.222222222222222222222222222,4.166666666666666666666666667,84.0,35.1,0.89,SSE,0.80,4.00,SSE,39.2,781.28,0.00,0.00,15.78,43.0,5.70,350,15,35.2,35.1,75,0,inches_0_01,0,39.5,37.6,37.7,37.6,39.3,33.4,157.50,157.50
2024-11-09 01:30:00,1731105000,4.055555555555555555555555556,4.222222222222222222222222222,4.055555555555555555555555556,84.0,34.9,1.33,SSE,1.20,3.11,SSE,37.5,781.02,0.00,0.00,15.72,43.0,5.60,350,15,35.2,34.9,90,0,inches_0_01,0,39.3,37.5,37.7,37.5,37.9,34.2,157.50,157.50
2024-11-09 01:45:00,1731105900,4.0,4.111111111111111111111111111,3.944444444444444444444444444,85.0,35.1,1.33,SSE,1.20,3.11,SE,37.4,780.95,0.00,0.00,15.56,43.0,5.40,349,15,35.3,35.0,105,0,inches_0_01,0,39.2,37.5,37.7,37.4,37.6,34.0,157.50,135.00
2024-11-09 02:00:00,1731106800,3.833333333333333333333333333,4.0,3.833333333333333333333333333,85.0,34.8,1.33,SSE,1.20,3.56,SE,37.1,781.00,0.00,0.00,15.61,43.0,5.40,348,15,35.1,34.8,120,0,inches_0_01,0,38.9,37.2,37.5,37.2,37.4,33.2,157.50,135.00
2024-11-09 02:15:00,1731107700,3.833333333333333333333333333,3.888888888888888888888888889,3.833333333333333333333333333,85.0,34.8,0.89,SE,0.80,3.56,SSE,38.5,781.05,0.00,0.00,15.50,43.0,5.30,349,15,34.9,34.8,135,0,inches_0_01,0,38.9,37.2,37.3,37.2,38.6,33.2,135.00,157.50
2024-11-09 02:30:00,1731108600,3.833333333333333333333333333,3.833333333333333333333333333,3.777777777777777777777777778,85.0,34.8,0.44,NNW,0.40,2.67,ESE,38.9,781.02,0.00,0.00,15.44,43.0,5.20,349,15,34.8,34.7,150,0,inches_0_01,0,38.9,37.2,37.2,37.1,38.9,34.3,337.50,112.50
2024-11-09 02:45:00,1731109500,3.833333333333333333333333333,3.833333333333333333333333333,3.777777777777777777777777778,85.0,34.8,0.44,SE,0.40,2.22,S,38.9,781.08,0.00,0.00,15.44,43.0,5.20,347,15,34.8,34.7,165,0,inches_0_01,0,38.9,37.2,37.2,37.1,38.9,35.0,135.00,180.00
2024-11-09 03:00:00,1731110400,3.777777777777777777777777778,3.833333333333333333333333333,3.777777777777777777777777778,85.0,34.7,0.44,SSE,0.40,2.22,SE,38.8,781.05,0.00,0.00,15.44,43.0,5.20,350,15,34.8,34.7,180,0,inches_0_01,0,38.8,37.1,37.2,37.1,38.9,35.0,157.50,135.00
2024-11-09 03:15:00,1731111300,3.777777777777777777777777778,3.777777777777777777777777778,3.722222222222222222222222222,85.0,34.7,0.89,NNW,0.80,3.11,SE,38.4,781.05,0.00,0.00,15.33,43.0,5.00,351,15,34.7,34.6,195,0,inches_0_01,0,38.8,37.1,37.1,37.0,38.4,33.5,337.50,135.00
2024-11-09 03:30:00,1731112200,3.666666666666666666666666667,3.777777777777777777777777778,3.666666666666666666666666667,85.0,34.5,0.89,NNW,0.80,1.78,ESE,38.2,780.97,0.00,0.00,15.33,43.0,5.00,350,15,34.7,34.5,210,0,inches_0_01,0,38.6,36.9,37.1,36.9,38.4,35.7,337.50,112.50
2024-11-09 03:45:00,1731113100,3.666666666666666666666666667,3.722222222222222222222222222,3.666666666666666666666666667,85.0,34.5,0.89,SE,0.80,4.44,N,38.2,780.90,0.00,0.00,15.33,43.0,5.00,347,15,34.6,34.5,225,0,inches_0_01,0,38.6,36.9,37.0,36.9,38.3,31.9,135.00,360.00
2024-11-09 04:00:00,1731114000,3.611111111111111111111111111,3.666666666666666666666666667,3.611111111111111111111111111,85.0,34.4,0.44,SE,0.40,1.78,SE,38.5,780.77,0.00,0.00,15.33,43.0,5.00,350,15,34.5,34.4,240,0,inches_0_01,0,38.5,36.8,36.9,36.8,38.6,35.5,135.00,135.00
2024-11-09 04:15:00,1731114900,3.555555555555555555555555556,3.666666666666666666666666667,3.555555555555555555555555556,85.0,34.3,0.89,SSE,0.80,3.56,SE,38.0,780.59,0.00,0.00,15.22,43.0,4.80,352,15,34.5,34.3,255,0,inches_0_01,0,38.4,36.7,36.9,36.7,38.2,32.6,157.50,135.00
2024-11-09 04:30:00,1731115800,3.5,3.611111111111111111111111111,3.5,85.0,34.2,0.89,SE,0.80,4.89,SSE,37.8,780.52,0.00,0.00,15.22,43.0,4.80,351,15,34.4,34.2,270,0,inches_0_01,0,38.3,36.6,36.8,36.6,38.1,31.1,135.00,157.50
2024-11-09 04:45:00,1731116700,3.5,3.555555555555555555555555556,3.5,86.0,34.5,0.89,SSE,0.80,3.11,SE,37.8,780.36,0.00,0.00,15.22,43.0,4.80,350,15,34.6,34.5,285,0,inches_0_01,0,38.3,36.7,36.8,36.7,38.0,33.0,157.50,135.00
2024-11-09 05:00:00,1731117600,3.333333333333333333333333333,3.5,3.333333333333333333333333333,86.0,34.2,1.33,SE,1.20,4.44,SE,36.1,780.24,0.00,0.00,15.11,43.0,4.60,350,15,34.5,34.2,300,0,inches_0_01,0,38.0,36.4,36.7,36.4,36.4,31.1,135.00,135.00
2024-11-09 05:15:00,1731118500,3.388888888888888888888888889,3.388888888888888888888888889,3.333333333333333333333333333,86.0,34.3,0.89,SSE,0.80,2.67,SE,37.6,780.11,0.00,0.00,15.06,43.0,4.50,352,15,34.3,34.2,315,0,inches_0_01,0,38.1,36.5,36.5,36.4,37.6,33.3,157.50,135.00
2024-11-09 05:30:00,1731119400,3.277777777777777777777777778,3.388888888888888888888888889,3.277777777777777777777777778,87.0,34.4,1.33,SE,1.20,4.00,SSE,35.9,780.03,0.00,0.00,15.06,43.0,4.50,350,15,34.6,34.4,330,0,inches_0_01,0,37.9,36.4,36.6,36.4,36.2,31.5,135.00,157.50
2024-11-09 05:45:00,1731120300,3.222222222222222222222222222,3.277777777777777777777777778,3.166666666666666666666666667,87.0,34.3,0.89,SE,0.80,2.67,E,37.3,779.93,0.00,0.00,15.06,43.0,4.50,350,15,34.4,34.2,345,0,inches_0_01,0,37.8,36.3,36.4,36.2,37.4,33.0,135.00,90.00
2024-11-09 06:00:00,1731121200,3.166666666666666666666666667,3.222222222222222222222222222,3.166666666666666666666666667,87.0,34.2,0.44,N,0.40,2.67,ESE,37.7,780.14,0.00,0.00,14.89,43.0,4.30,350,15,34.3,34.2,360,0,inches_0_01,0,37.7,36.2,36.3,36.2,37.8,33.0,360.00,112.50
2024-11-09 06:15:00,1731122100,3.222222222222222222222222222,3.222222222222222222222222222,3.166666666666666666666666667,86.0,34.0,0.89,NNW,0.80,3.56,NW,37.3,780.06,0.00,0.00,14.89,43.0,4.30,350,15,34.0,33.9,375,0,inches_0_01,0,37.8,36.2,36.2,36.1,37.3,31.7,337.50,315.00
2024-11-09 06:30:00,1731123000,3.277777777777777777777777778,3.277777777777777777777777778,3.222222222222222222222222222,86.0,34.1,0.89,N,0.80,3.56,SE,37.4,779.93,0.00,0.00,14.89,43.0,4.30,352,15,34.1,34.0,390,0,inches_0_01,0,37.9,36.3,36.3,36.2,37.4,31.9,360.00,135.00
2024-11-09 06:45:00,1731123900,3.277777777777777777777777778,3.277777777777777777777777778,3.222222222222222222222222222,86.0,34.1,0.44,ESE,0.40,2.22,SE,37.9,780.01,0.00,0.00,14.83,43.0,4.20,350,15,34.1,34.0,405,0,inches_0_01,0,37.9,36.3,36.3,36.2,37.9,33.8,112.50,135.00
2024-11-09 07:00:00,1731124800,3.277777777777777777777777778,3.333333333333333333333333333,3.222222222222222222222222222,86.0,34.1,0.44,SSE,0.40,3.56,ESE,37.9,779.81,0.00,0.00,14.72,43.0,4.00,351,15,34.2,34.0,420,0,inches_0_01,0,37.9,36.3,36.4,36.2,38.0,31.9,157.50,112.50
